link,name,season,birthdate,hometown,occupation,player_description
/wiki/Laura_Alexander,Laura Alexander,Survivor: Caramoan,"September 12, 1989 (1989-09-12) (age 34)","Washington, District of Columbia",Administrative Officer,"
Name (Age): Laura Alexander (23)
Tribe Designation: Gota
Current Residence: Washington, D.C.
Occupation: Administrative Officer
Personal Claim to Fame: I am most proud of climbing Mt. Toubkal, the highest peak in North Africa.
Inspiration in Life: My Mother for her strength and her endless support.
Hobbies: Traveling, jigsaw puzzles and dancing.
Pet Peeves: Ignorance, intolerance and arrogance.
3 Words to Describe You: Ambitious, sarcastic and down to earth.
If You Could Have 3 Things on The Island What Would They Be and Why? I'm not very sentimental.
Survivor Contestant You Are Most Like: I relate to Brenda Lowe, Parvati Shallow and Jenna Morasca because they were strategically strong women.
Reason for Being on Survivor: I'm completely obsessed with Survivor and I want to win a million dollars.
Why You Think You'll ""Survive"" Survivor: I think I will kick butt on the challenge puzzles. I might be small but I have a lot of fire in me. I'll also work hard around camp – you won't find me picking my sorority sister's armpit hair.
Why You Think You Will Be the Sole Survivor: I know who I am, I know what I want and I know that I'm more than capable of getting it. I'm smart and I'll utilize everyone else's weaknesses. I know what works and what doesn't work on Survivor.[1]

"
/wiki/Brandon_Hantz,Brandon Hantz,Survivor: Caramoan,"October 15, 1991 (1991-10-15) (age 32)[1]","Katy, Texas",Oil Tanker Crewman;Chemical Disposal,"


Name (Age): Brandon Hantz (19)
Tribe designation: Upolu
Current residence: Katy, Texas
Occupation: Oil Tanker Crewman
Personal claim to fame: My little boy, Elijah.
Inspiration in life: Jesus, because he died for me.
Hobbies: Shooting my guns, hunting and eating crawfish.
Pet peeves: When I order some food and it's not the way I want it or they forget my hot sauce.
3 words to describe you: Headstrong, bold and clever.
Survivor contestant you are most like: Probably Colby, Jonny Fairplay, Russell and Brandon.
Reason for being on Survivor: Financial freedom and to show everyone there is more than one side to the Hantz family other than being mean.
Why you think you'll ""survive"" Survivor: I'm very strong and I can hunt. I like fishing and swimming and I can build.

Why you think you will be the Sole Survivor: I'm very handsome, smart, cunning, manipulative and funny.[2]
"
/wiki/Matt_Bischoff,Matt Bischoff,Survivor: Caramoan,"April 4, 1974 (1974-04-04) (age 49)","Cincinnati, Ohio",BMX Bike Sales,"
Name (Age): Matt Bischoff (38)
Tribe Designation: Gota
Current Residence: Cincinnati, Ohio
Occupation: BMX Bike Sales
Personal Claim to Fame: I am most proud of being a daddy to my two boys. I do a lot of cool things and have personally achieved a lot, but being a dad is the best by far!
Inspiration in Life: Hans Langseth – he grew the longest beard ever at 17.5 feet long. He pretty much rules my life. All hail long beards!
Hobbies: Beards, singing in a band and BMX.
Pet Peeves: Uptight people with no sense of humor, people at gas stations that hold up the line to buy lotto tickets and cigarettes and bad tippers.
3 Words to Describe You: Funny, over the top and caring.
If You Could Have 3 Things on The Island What Would They Be and Why? 1) My ipod – I constantly listen to music. It is a huge part of my life. I also would want to view photos of my wife and kids. 2) A pen and notebook - to work on song lyrics and keep a daily diary. 3) A video camera - to film myself doing wild stuff!
Survivor Contestant You Are Most Like: Rupert – he has a big heart and loved to play the game. His teddy bear personality and tough looks remind me of myself. Also, Lex - he was a cool guy, a smart, down to earth dude with a band and lots of tattoos.
Reason for Being on Survivor: I want to win. I also want to open up people's minds and show them not to judge a book by its cover. A person's true character lies within.
Why You Think You'll ""Survive"" Survivor: I'll be able to keep people's spirits up by making them laugh. I'm a hard worker. I'm highly positive and motivating. I will play a great social game. Plus, I feel like I will do well in challenges. I'm a team player. Anyone in my alliance will make it to the end.
Why You Think You Will Be the Sole Survivor: I will play a great social game and people will want to keep me around. I'm confident that people will trust me.[1]

"
/wiki/Julia_Landauer,Julia Landauer,Survivor: Caramoan,"November 12, 1991 (1991-11-12) (age 32)","Stanford, California",Racecar Driver,"
Name (Age): Julia Landauer (21)
Tribe Designation: Gota
Current Residence: Stanford, Calif.
Occupation: Racecar Driver
Personal Claim to Fame: I'm most proud of becoming the first female champion in the Skip Barber Racing Series. In its 31 year history the series never saw a female champion, and I made that accomplishment when I was 14.
Inspiration in Life: Paul Newman. He incorporated all of his loves into his daily life with amazing intensity. He was confident, humble and had a beautiful grin that made everyone around him melt. Paul was a star and a true gentleman who managed to personally touch everyone around him.
Hobbies: Puzzles, building things, working on cars and exploring NYC by subway and California by car.
Pet Peeves: Slow drivers in the left lane.
3 Words to Describe You: Passionate, intelligent and driven.
If You Could Have 3 Things on The Island What Would They Be and Why: 1) A great book – I love to lose myself in a fictional world. 2) My ipod – music is one of God's greatest gifts. 3) Banana Grams – a nerdy game that's a combination of scrabble and a crossword. It's so much fun, competitive, creative and a great bonding game!
Survivor Contestant You Are Most Like: Kim Spradlin, because she was very strategic, had few enemies and was a physical threat, all while maintaining her composure.
Reason for Being on Survivor: I'm a competitive person and Survivor is the epic challenge that will require me to incorporate all my strengths, minimize all my weaknesses and test myself and hopefully rise above the rest.
Why You Think You'll ""Survive"" Survivor: As a racecar driver I'm the center of my team, so it's my job to lead and motivate everyone to be their best. I am smart, analytical and strategic. I focus on the big picture but also take note of the small details.
Why You Think You Will Be the Sole Survivor: I'm competitive, strategic, amicable, physically fit and do what I have to in order to get ahead. I'm extremely focused and have an amazing ability to concentrate. I've been through the highest highs and the lowest lows with racing. I'm quick, a great team player and street smart.[1]

"
/wiki/Corinne_Kaplan,Corinne Kaplan,Survivor: Caramoan,"January 17, 1979 (1979-01-17) (age 45)","Los Angeles, California",Pharmaceutical Sales;Clinical Consultant,"


Corinne Kaplan (29)
Hometown: Los Angeles, California
Occupation: Pharmaceutical Sales
Corinne Kaplan takes great pride in being able to manipulate the people around her. As a pharmaceutical sales rep, this smart and sexy, self-described bitch, is in it purely for the money. At work, Corinne must convince physicians to prescribe her products. Now, Corinne is looking to convince her fellow tribe mates that she's trustworthy, while ready to sell them out behind their backs.
This catty former sorority girl uses her wit and sex appeal to further her goals. Aside from working out in the gym almost every day, Corinne keeps fit by hiking and running. Corinne will tell it like it is and couldn't care less what people think of her for it. Her outgoing personality is a trait that seems to work well on the men in her life. Corinne basically has no filter and is often hilarious in her directness, saying what everyone else only thinks.

Corinne is single and currently resides in Los Angeles. Her birth date is January 17, 1979.[1]
"
/wiki/Michael_Snow,Michael Snow,Survivor: Caramoan,"August 30, 1968 (1968-08-30) (age 55)","New York City, New York",Event Planner,"
Name (Age): Michael Snow (44)
Tribe Designation: Gota
Current Residence: New York, N.Y.
Occupation: Event Planner
Personal Claim to Fame: I was a founding member of the Whole World Theater in Atlanta. The show is still running today!
Inspiration in Life: My late friend Thomas Boyd. Thomas's humor in the face of cancer and AIDS was unforgettable. He showed me grace and strength and taught me so much about life and death.
Hobbies: Running, theater/film (attending and participating), knitting and photobombing.
Pet Peeves: I don't like ""crazy."" If you can't think rationally stay away from me.
3 Words to Describe You: Determined, enthusiastic and witty.
If You Could Have 3 Things on The Island What Would They Be and Why: 1) Knitting needles and skeins of yarn. 2) Cribbage. 3) Journal.
Survivor Contestant You Are Most Like: Cirie and Rob Cesternino – Even though neither of them won, they are my 2 favorites. I relate to their game of listening, charming with humor and not acting like a jerk.
Reason for Being on Survivor: I'm playing to win it.
Why You Think You'll ""Survive"" Survivor: I'm patient, a problem solver (I do it for a living) and a hard worker.
Why You Think You Will Be the Sole Survivor: I possess a strong social game. I will bond with my tribe long enough to establish solid relationships, until I have to break them and vote them out. I come across as enthusiastic and easy going, but I have a focus and intensity that is only apparent when I need them. I am resilient and surprisingly firm in my decision making.[1]

"
/wiki/Phillip_Sheppard,Phillip Sheppard,Survivor: Caramoan,"March 12, 1958 (1958-03-12) (age 65)[1]","Santa Monica, California",Former Federal Agent;Software Sales,"


Name (Age): Phillip Sheppard (52)
Tribe Designation: Ometepe
Current Residence: Santa Monica, Calif.
Occupation: Former Federal Agent?
Personal Claim to Fame: Being a father to my son and being able to take risks in life. I say ""yes"" when others may say ""no.""
Inspiration in Life: Medical Professionals - they save lives in real time.
Hobbies: Chess, basketball, skating and sport training with weights.
Pet Peeves: People who think they know everything and yet do nothing and watch others do the work.
3 Words to Describe You: Outgoing, articulate and determined.
Survivor Contestant You Are Most Like: I am my own man!
Reason for being on Survivor: I love the idea of competing and proving I still have what it takes to prevail in new challenges that are completely outside my normal everyday life.
Why you think you'll ""survive"" Survivor: I come from a large family (12 brothers and sisters), and as such I've become a creative problem-solver and good talker in stressful situations where others would give up.

Why you think you will be the Sole Survivor: I am a go-getter. As a former Special Agent with the former Defense Investigation Services, I honed my interview and investigative skills to persevere when others are being evasive or less than forthcoming.[3]
"
/wiki/Malcolm_Freberg,Malcolm Freberg,Survivor: Caramoan,"May 7, 1987 (1987-05-07) (age 36)[1]","Hermosa Beach, California",Bartender,"


Name (Age): Malcolm Freberg (25)
Tribe Designation: Matsing
Current Residence: Hermosa Beach, Calif.
Occupation: Bartender
Personal Claim to Fame: In college, I helped to organize and run a program that paired varsity athletes with underprivileged children in a free-to-join sports league. It still exists today.
Inspiration in Life: O.J. Simpson before the legal drama. When he was a kid, he had rickets. For his birthday, when he was still young, his father took him to a signing to meet Jim Brown and O.J. hobbled right up to him and told him he was going to break all his records which he eventually did. I'm a sucker for underdog stories.
Hobbies: Exercising, writing/reading and partying.
Pet Peeves: Dumb people.
3 Words to Describe You: Charming, brilliant and cocky.
If You Could Have 3 Things on The Island What Would They Be and Why?
1) Hair ties – I can't see anything without them.
2) Book of puzzles – Your mind is a muscle and needs to be kept in shape.
3) Whiskey – to unwind after a hard day of challenge domination and competitor manipulation.
Survivor Contestant You Are Most Like: I think I will play most like Russell. You can control and rule with an iron first. You just have to be clever enough for them to thank you for it in the end. I'll run the show from Day 1 until I'm handed an oversized check with my name on it.
Reason for Being on Survivor: I've been watching Survivor since I was 12 years old. Some kids grow up watching baseball on TV and dream of getting their chance to play in the big leagues. I grew up watching and dreaming about playing Survivor.
Why You Think You'll ""Survive"" Survivor: I'm smart, I'm athletic and I'm nice to look at.

Why You Think You Will Be the Sole Survivor: There's no reason to play the game if you're not playing to win. I'm not trying to see 'if I have what it takes' or 'how far I can make it.' The best thing I have going for me is my single-mindedness to be the champion.[2]
"
/wiki/Reynold_Toepfer,Reynold Toepfer,Survivor: Caramoan,"October 6, 1982 (1982-10-06) (age 41)","San Francisco, California",Real Estate Sales,"
Name (Age): Reynold Toepfer (30)
Tribe Designation: Gota
Current Residence: San Francisco, Calif.
Occupation: Real Estate Sales
Personal Claim to Fame: Living abroad in Australia. I fully immersed myself in the culture, made beautiful friendships that will last a lifetime and gained a truer understanding of who I am.
Inspiration in Life: Tom Brady, because he is the ultimate competitor and always brings out the absolute best of anyone who plays with him. He displays such a calm poise in the most intense, stressful situations, and will never take credit for the victories he has led.
Hobbies: Swimming, rugby and crossword puzzles.
Pet Peeves: Negative people who feel sorry for themselves and winter.
3 Words to Describe You: Adventurous, resourceful and likable.
If You Could Have 3 Things on The Island What Would They Be and Why: Music and books are both passions of mine and are things that could alleviate some of the stress during the very trying times on Survivor. I'd also bring a volleyball. Sand volleyball is super fun and I think some games on the beach could be good for the tribe.
Survivor Contestant You Are Most Like: Physically, I think I can perform in challenges like Colby Donaldson. Socially, I flirt like Parvati Shallow and can handle intense confrontational situations with a smile on my face. And, I'm a bit like Todd Herzog where I can play into people's egos to keep them blind to my agenda.
Reason for Being on Survivor: The challenge! My life has been defined by putting myself in new and challenging situations and succeeding. Survivor would be such an appropriate culmination as to what my life has been up to this point and I don't think I could ever replicate anything as great as Survivor on my own.
Why You Think You'll ""Survive"" Survivor: I'm a charmer. I dazzle people. They adore me and open up to me. I'm an excellent motivator, excellent physical competitor and have experience spear fishing.
Why You Think You Will Be the Sole Survivor: With my charming personality and a long history of thriving in and adapting to new social situations, I am the best equipped to manipulate the actions of my fellow competitors to play my agenda. I'm in excellent physical shape and my strong competitive drive makes me almost unstoppable.[1]

"
/wiki/Andrea_Boehlke,Andrea Boehlke,Survivor: Caramoan,"May 10, 1989 (1989-05-10) (age 34)","Random Lake, Wisconsin;New York City, New York",Student;Entertainment Host/Writer,"


Name (Age): Andrea Boehlke (21)
Tribe Designation: Ometepe
Current Residence: Random Lake, Wis.
Occupation: Student (University of Wisconsin - Stevens Point)
Personal Claim to Fame: Paying for my own college education and making the Dean's list every semester.
Inspiration in Life: My parents are my inspiration because they are hard-working, down-to-earth and both have a great sense of humor.
Hobbies: Sports, theater, horseback riding, hunting and outdoor activities.
Pet Peeves: ""Girly-girls"" and electric staplers.
3 Words to Describe You: Hard-working, competitive and outgoing.
Survivor Contestant You Are Most Like: Perhaps a mixture of J.T. because he is hard-working and has a farm background and Parvati because she's competitive and knows how to have fun, but I'm also very unique.
Reason for being on Survivor: I crave adventures. I also want to prove how tough I am.
Why you think you'll ""survive"" Survivor: Growing up on a farm and being a member of the 4-H club has made me both outdoorsy and resourceful. I'm also mentally tough and a bit of a social butterfly. I love being challenged and can handle the pressure.

Why you think you will be the Sole Survivor: People will underestimate me based on my looks, but I am tremendously competitive and driven. I'm feisty, brave and can manipulate people while remaining likeable.[1]
"
/wiki/Brenda_Lowe,Brenda Lowe,Survivor: Caramoan,"November 3, 1982 (1982-11-03) (age 41)","Miami, Florida",Paddleboard Company Owner,"


Name: Brenda Lowe (27)
Tribe: La Flor
Current Residence: Miami, Fla.
Occupation: Paddleboard Co. Owner
Personal Claim to Fame: Winning a Hispanic beauty pageant. I was the lamb among the Latin wolves.
Inspiration in Life: Living by the saying- ""There's only one way to find out!""
Hobbies: Paddle boarding, mountain biking, swimming.
Pet Peeves: Complainers and people who don't take action!
3 Words to Describe You: Smart, sarcastic, straight-forward.
Survivor Contestant You Are Most Like: Ozzy- I wish!
Reason for being on Survivor: $1,000,000 + it looks like a lot of F U N.

Why you think you will be the Sole Survivor: Easy, I'm a natural winner. I'm not scared of anything and nothing stops me when I get an idea in my head.[1]
"
/wiki/Erik_Reichenbach,Erik Reichenbach,Survivor: Caramoan,"November 27, 1985 (1985-11-27) (age 38)","Ypsilanti, Michigan;Santa Clarita, California",Ice Cream Scooper;Comic Book Artist,"


Erik Reichenbach was born and raised in Pinckney, Michigan. He is currently in his senior year of studying art at Eastern Michigan University, and is a member of the college's track team. Reichenbach works at an ice cream parlor called ""Screams"" in Hell, Michigan, where he also designs t-shirts, hauls canoes and entertains his customers. He previously worked in landscaping, construction and as a freelance graphic designer.
Reichenbach's hobbies include drawing, writing comic books, rock-climbing and studying philosophy/religion. He describes himself as animated, earnest and familiar. He is very proud of his running accomplishments during his senior year of high school, where he set the school's 400 yard record (49.3 seconds), and being able to run in the Nike Outdoor Nationals in Carolina. Reichenbach is a member of the Eastern Michigan Cross Country and Track team, Pinckney Pirate Track and Field Alumni and a rock climbing club.
Reichenbach believes he'll go far on Survivor because he is a good listener, entertaining, optimistic, athletic, a creative thinker and can easily be a leader or a follower.

Reichenbach is currently single and lives in Ypsilanti, Michigan, with his cats, Furrball and Kittyfizzle (K-Fizz for short). His birth date is November 27, 1985.[1]
"
/wiki/Eddie_Fox,Eddie Fox,Survivor: Caramoan,"April 15, 1989 (1989-04-15) (age 34)","East Brunswick, New Jersey",Fireman/EMT,"
Name (Age): Edward ""Eddie"" Fox (23)
Tribe Designation: Gota
Current Residence: East Brunswick, N.J.
Occupation: Fireman/EMT
Personal Claim to Fame: Helping others.
Inspiration in Life: My hero is my father. He is a man of great character. He puts his family before everything else. Anything he does is intended to better our family. He can be brutally honest at times and will tell you when he thinks you messed up, but he is fully supportive of everything we choose to do and will stop at nothing to help us succeed. He has a great sense of humor and is an awesome person. I could not have asked for a better dad.
Hobbies: Hiking, dirt biking and playing sports.
Pet Peeves: People who talk about things they know nothing about.
3 Words to Describe You: Outgoing, competitive and hard working.
If You Could Have 3 Things on The Island What Would They Be and Why: 1) Sneakers for moving faster and easier. 2) Some type of cutting tool to make hunting and building shelter easier. 3) A sleeping bag. You have to stay warm and comfortable to be well rested.
Survivor Contestant You Are Most Like: I want to play the game like Boston Rob. He made friends with all the right people and set himself up to be the strongest competitor in the game.
Reason for Being on Survivor: I'm very competitive and I'm looking forward to the intense competition. I also want to meet new people and have a great life experience. I will remember this forever.
Why You Think You'll ""Survive"" Survivor: I'm a very hard worker, I'm great with my hands, I have a great personality, I'm a good swimmer, I'm very social and I have a very positive attitude.
Why You Think You Will Be the Sole Survivor: I am extremely strong willed. I will do whatever is necessary to win. I am physically and mentally stronger than most people and I'm great at strategizing and adapting to new situations.[1]

"
/wiki/Dawn_Meehan,Dawn Meehan,Survivor: Caramoan,"June 29, 1970 (1970-06-29) (age 53)","South Jordan, Utah",English Professor,"


Name (Age): Dawn Meehan (41)
Tribe designation: Savaii
Current residence: South Jordan, Utah
Occupation: English Professor at Brigham Young University
Personal claim to fame: Adopting our six children.
Inspiration in life: My husband. He's really one of the most incredible human beings. He's kind, generous, peaceful, hard-working and selfless. I'm so grateful to spend my days with him.
Hobbies: Swimming with my kids, writing/blogging and baking bread.
Pet peeves: Brown grass and complainers.
3 words to describe you: Driven, positive and enthusiastic.
Survivor contestant you are most like: Sandra, Parvati and Stephenie. I'm physically strong like Parvati and Stephenie. I'm in this to really play and win—like these women.
Reason for being on Survivor: Survivor is the best game on Earth! There's so much application to ""real life."" After watching as a fan for 10 years, I just know in my soul that it's my turn to play and win. Plus, it's the adventure of a lifetime and one million dollars!
Why you think you'll ""survive"" Survivor: I'm driven, tenacious, adaptable, funny, optimistic, intelligent and resilient. I can motivate/persuade people, and I think that's powerful/important at every stage of this game.

Why you think you will be the Sole Survivor: I've got the drive and determination to dominate this game. And, as cliché as it sounds, I'm really ""in it to win it.""[1]
"
/wiki/Sherri_Biethman,Sherri Biethman,Survivor: Caramoan,"September 9, 1971 (1971-09-09) (age 52)","Boise, Idaho",Fast Food Franchisee,"
Name (Age): Sherri Biethman (41)
Tribe Designation: Gota
Current Residence: Boise, Idaho
Occupation: Fast Food Franchisee
Personal Claim to Fame: Finding the right diagnosis for my autistic son, Colby.
Inspiration in Life: My parents. My father ran his own business and taught me to work hard and make my own destiny. My mother taught me unconditional love and how to always be there for my children.
Hobbies: Shopping, Pilates and cycling.
Pet Peeves: Liars, clutter and anything dirty.
3 Words to Describe You: Lovable, sexy and unstoppable.
If You Could Have 3 Things on The Island What Would They Be and Why? Toothbrush, coffee and a computer with wifi.
Survivor Contestant You Are Most Like: Parvati – I have a strong personality and lots of charm. Some people will see that as a threat so I will have to get rid of them first.
Reason for Being on Survivor: I want to win and prove to myself that I can outplay the competition. Plus, I'm looking for an adventure. Just getting on Survivor is an incredible experience and a great example for my kids.
Why You Think You'll ""Survive"" Survivor: I'm social, hard working and easy to get along with.
Why You Think You Will Be the Sole Survivor: I am lovable and a natural leader. People are drawn to me and they will do what I want. Even when I vote them out they will still like me and vote for me in the end.[1]

"
/wiki/John_Cochran,John Cochran,Survivor: Caramoan,"January 17, 1987 (1987-01-17) (age 37)","Washington, District of Columbia",Harvard Law Student,"


Name (Age): John Cochran (24)
Tribe designation: Savaii
Current residence: Washington, D.C.
Occupation: Harvard Law Student
Personal claim to fame: I won the Dean's Scholar Prize at Harvard Law for an essay I wrote on the Survivor jury system. It was one of the few times in my life where my personal interests and academic obligations coincided perfectly.
Inspiration in life: My family.
Hobbies: Guitar, trivia and studying the music and history of The Beatles.
Pet peeves: People who think or act like they are smarter than they actually are and people who don't have a sense of humor.
3 words to describe you: Neurotic, insecure and brilliant.
Survivor contestant you are most like: I have some of the humor of Rob Cesternino, the candor of Jonathan Penner and the intelligence of Yul Kwon.
Reason for being on Survivor: My respect and admiration for Survivor and my desire to make it even better. My secondary motivation is to experience some adventure and excitement in my life during a time when I otherwise feel like I'm on autopilot.
Why you think you'll ""survive"" Survivor: I have a strong sense of humor that can defuse tense situations and an ability to listen to conflicting viewpoints and devise a rational compromise that is satisfying to all parties involved. I also have a slender frame that doesn't take up much space in a crowded shelter.

Why you think you will be the Sole Survivor: I understand other people and how they function. Sure, I'm bright and have an extensive knowledge of Survivor, but none of that does any good unless you're able to figure out the reasons why other people do the things they do. Not only can I do that, but I'm also confident that I can leverage their desires and motives in a way that best serves my game.[2]
"
/wiki/Rupert_Boneham,Rupert Boneham,Survivor: Blood vs. Water,"January 27, 1964 (1964-01-27) (age 60)","Indianapolis, Indiana",Troubled Teens Mentor,"


Rupert Boneham (45)
Tribe: Heroes
Hometown: Indianapolis, Ind.
Current Residence: Indianapolis, Ind.
Personal Claim To Fame: ""Starting my charity.""
Inspiration in Life: ""Life is Good. Be You. Give Back.""
Previous Finishes: Pearl Islands: 8th out, 2nd Jury Member; All-Stars: 15th Out, 6th Jury Member
Favorite Past Moment: ""When Jeff Probst was writing a million dollar check on my back on my daughter's 5th birthday and having millions of fans help me win that.""
Previous Survivor He Respects Most: Rudy Boesch (Borneo, All-Stars)
Previous Survivor He Respects Least: Jonny Fairplay (Pearl Islands, Micronesia)

Why Did He Come Back? : ""I LOVE THE GAME!""[4]
"
/wiki/Colton_Cumbie,Colton Cumbie,Survivor: Blood vs. Water,"November 22, 1990 (1990-11-22) (age 33)","Monroeville, Alabama;Collinsville, Alabama",Student;Student Teacher,"


Name (Age): Colton Cumbie (21)
Tribe Designation: Manono
Current Residence: Monroeville, Ala.
Occupation: College Student
Personal Claim to Fame: I came out as gay when I was 12 years old, sixth grade in South Alabama. My parents definitely did not run out to join Parents of Lesbian and Gay (PFLAG) and it took a long time but they came around. It was weird at school but I didn't play the victim and run home to cry. I stood up for myself and explained that being gay wasn't who I was but part of who I am.
Inspiration in Life: My nanny/ grandmother who is technically my great-aunt but she and her husband took my mom in when she was 2 months old after her dad abandoned her. My grandmother is the most amazing person I know. She is literally my 73-year-old best friend! She has been there for me through everything, definitely the biggest impact on who I am today.
Hobbies: Socializing, watching reality TV and writing.
Pet Peeves: Ugly people who think they're hot.
3 Words to Describe You: Adorable, entertaining and opinionated.
Survivor Contestant You Are Most Like: As far as my personality goes I would be a mix of Queen Parvati, Corinne and JT. I embody three of their distinctive traits; heartlessness (in a loveable way), low tolerance for trash and that people hate me but still want to be my best friend.
Reason for Being on Survivor: I want to play the game! The strategy, the challenges, I want it all! I don't care about the fame or whether people love or hate me. I would love nothing more than to see my verbally abusive stepdad's reaction when I win a million dollars on national TV.
Why You Think You'll ""Survive"" Survivor: I live my life as I if I'm playing Survivor! I have a strategy for everything. Hell, the way I got my boyfriend was a strategy.

Why You Think You Will Be the Sole Survivor: I don't believe, I know! There has never been anyone with the social skills and charisma I possess on this show. I'm confident, hilarious, athletic, good looking, adorable and I have good teeth with a hint of Southern charm. What more could you want?[1]
"
/wiki/Rachel_Foulger,Rachel Foulger,Survivor: Blood vs. Water,"July 28, 1979 (1979-07-28) (age 44)","Provo, Utah",Cocktail Waitress/Graphic Designer,"
Name (Age): Rachel Foulger (33)
Tribe Designation: Loved Ones
Relationship to Significant Castaway: Tyson's Girlfriend
Current Residence: Provo, Utah
Occupation: Cocktail Waitress/Graphic Designer
Personal Claim to Fame: Starting and owning my own business that landed sales with Target and QVC.
Inspiration in Life: Tyson. I've never met someone so strong and confident. He truly is my rock. I don't know what I would do without him.
Hobbies: Traveling, reading, cooking and crafting.
Pet Peeves: Chewing with your mouth open, driving slow in the fast lane, getting in my personal space.
3 Words to Describe You: Motivated, creative and happy.
If You Could Have 3 Things on The Island What Would They Be and Why? 1) Chapstick. 2) A book. 3) A snuggie.
Survivor Contestant You Are Most Like: Tyson, of course.
Reason for Being on Survivor: Obviously for the money, but also for the challenge.
Why You Think You'll ""Survive"" Survivor: I'm nice enough to have people like me, strong enough to win challenges and smart enough to read people.
Why You Think You Will Be the Sole Survivor: I'm hardworking, people friendly and sneaky.
What Does It Mean to You to Play Survivor with Your Loved One? To play Survivor with Tyson is an experience we will remember forever. We both would love to be millionaires and both believe we deserve it.[1]

"
/wiki/Marissa_Peterson,Marissa Peterson,Survivor: Blood vs. Water,"September 25, 1991 (1991-09-25) (age 32)","Chapel Hill, North Carolina",Student,"
Name (Age): Marissa Peterson (21)
Tribe Designation: Loved Ones
Relationship to Significant Castaway: Gervase's Niece
Current Residence: Chapel Hill, N.C.
Occupation: Student
Personal Claim to Fame: Putting myself through college.
Inspiration in Life: Tia and Tamera Mowry. They were the first black girls I saw on TV and that gave me confidence.
Hobbies: Playing sports/exercising, crafting/do-it-yourself projects and partying.
Pet Peeves: When people say they're going to do something and don't do it.
3 Words to Describe You: Outgoing, adventurous and passionate.
If You Could Have 3 Things on The Island What Would They Be and Why? 1) Chapstick. 2) A camera. 3) Music & speakers.
Survivor Contestant You Are Most Like: Parvati Shallow. She was underestimated initially, great at challenges, and a power player.
Reason for Being on Survivor: To win a million dollars and to see if I'm really as tough as I think I am.
Why You Think You'll ""Survive"" Survivor: I have strong will power, I'm mentally and physically fit and I don't give up.
What Does It Mean to You to Play Survivor with Your Loved One? Playing Survivor with Gerv would be the most amazing experience, from watching him on TV in 4th grade, to getting to bond with him in the most intense and competitive setting.[2]

"
/wiki/Candice_Cody,Candice Cody,Survivor: Blood vs. Water,"November 12, 1982 (1982-11-12) (age 41)","Washington, District of Columbia",Pre-Med Student;Physician/Anesthesiology Resident,"


Candice Woodcock (27)
Tribe: Heroes
Hometown: Fayetteville, N.C.
Current Residence: Washington, D.C.
Personal Claim To Fame: ""Being the former Executive Director of Students for Students International.""
Inspiration in Life: ""My parents.""
Previous Finishes: Cook Islands: 13th out, 5th Jury Member
Favorite Past Moment: ""Winning the sand wrestling challenge in Cook Islands.""
Previous Survivor She Respects Most: Tom Westman (Palau)
Previous Survivor She Respects Least: Corinne Kaplan (Gabon)

Why Did She Come Back? : ""I'm always up for a challenge, and I love the game. I want a chance to play against the best!""[3]
"
/wiki/Brad_Culpepper,Brad Culpepper,Survivor: Blood vs. Water,"May 8, 1969 (1969-05-08) (age 54)","Tampa, Florida",Attorney/Retired NFL Player,"


Name (Age): Brad Culpepper (44)
Tribe Designation: Loved Ones
Relationship to Significant Castaway: Monica's Husband
Current Residence: Tampa, Fla.
Occupation: Attorney and retired NFL player. Played for the Minnesota Vikings, Tampa Bay Buccaneers and Chicago Bears.
Personal Claim to Fame: My 21 year marriage.
Inspiration in Life: Monica, because she is selfless in her drive to improve our family.
Hobbies: Any outdoor adventure, kickboxing and gardening.
Pet Peeves: Hypocrisy and long goodbyes.
3 Words to Describe You: Tenacious, independent and forward thinking.
Survivor Contestant You Are Most Like: The outdoorsy types like Ozzy, Colby and the first time Skupin played.
Reason for Being on Survivor: Redeem my wife for being blindsided by Colton.
Why You Think You'll ""Survive"" Survivor: Learning from my wife's experience, I know I can never truly trust anyone. I'll play paranoid and always play my angle.
Why You Think You Will Be the Sole Survivor: I grew up in a stilt house on Dog Island in the Gulf of Mexico, spent 18 years in various locker rooms dealing with all kinds, and have devoted my last 12 years as a trial attorney, persuading people to understand my clients' positions.

What Does It Mean to You to Play Survivor with Your Loved One? Monica means more to me than anyone in this world. While this is a once in a lifetime opportunity, I will always place her before me as I would never want to jeopardize her Survivor flame.[1]
"
